No,title,abstrak,truelabel,, 
44,Sistem Kendali Take-Off Quadcopter Ar.Drone Menggunakan Logika Fuzzy,"Unmanned Aerial Vehicle (UAV) atau pesawat tanpa awak merupakan salah satu jenis robot udara yang saat ini sedang mengalami perkembangan yang pesat. Salah satu jenis dari UAV adalah quadcopter, quadcopter adalah robot udara yang memiliki 4 buah motor sebagai penggerak baling-baling. Dalam pembuatan quadcopter mengalami banyak permasalahan salah satunya yaitu kebutuhan akan pengguna yang dapat mengontrol pergerakan quadcopter menggunakan remot yang berpengalaman sangat diperlukan, kususnya dalam melakukan proses take-off, mengingat take-off pada quadcopter merupakan fase yang mutlak harus dijaga kestabilannya. Oleh karena itu, diperlukan adanya sistem autopilot yang dapat mengendalikan proses take-off dengan baik. Berdasarkan permasalahan tersebut maka dibuatlah penelitian tentang sistem kendali take-off quadcopter menggunakan logika fuzzy dengan menggunakan rule 7x7 dimana terdapat dua input yaitu percepatan serta perubahan percepatan, sedangan output yang dihasilkan adalah berupa kecepatan. Untuk mengetahui tingkat error dilakukan pengujian ketepatan posisi sebanyak 10 kali pada ketinggian 1-4 meter. Sedangkan untuk mengetahui berapa waktu quadcopter untuk mencapai posisi hover dapat menggunakan stopwatch dari posisi take-off hingga posisi hover. Sehingga hasil dari penelitian ini adalah ketepatan yang diperoleh sudah baik, namun waktu yang diperlukan masih membutuhkan waktu lama.",0,,
45,Perancangan Sistem Monitoring dan Controlling Kandang Ayam Berbasis Internet of Thing,"Prioritas permasalahan yang dihadapi oleh UKM peternakan ayam saat ini terletak pada tata cara 
perawatan ayam selama beternak. Mayoritas pemberian pakan untuk ayam masih dilakukan secara 
manual, serta kesulitan dalam hal pengaturan suhu dalam kandang yang menyebabkan tingkat kematian 
ayam cukup tinggi yaitu mencapai 8% dari 1000 ekor ayam mati tiap kali ternak (35 hari). Tentunya hal 
ini, akan mempengaruhi pendapatan yang diperoleh UKM peternakan ayam. Tujuan dari penelitian ini 
adalah untuk membantu memberikan solusi terhadap permasalahan UKM peternakan ayam sehingga 
diharapkan dapat meningkatkan produktivitas UKM dalam upaya memenuhi kebutuhan pasar akan 
daging ayam. Metode yang digunakan untuk mencapai tujuan tersebut terdiri dari beberapa tahapan, 
diantaranya identifikasi masalah mitra, studi literatur, pembuatan desain awal, analisis desain, 
pembuatan desian akhir, pembuatan video animasi 3D, serta penyusunan laporan. Berdasarkan analisis 
desain yang telah dilakukan, dapat diketahui bahwa dimensi dari alat yang akan diimplementasikan 
sistem monitoring dan controlling kandang ayam berbasis IoT ini adalah 1600 cm x 70 cm x 185 cm 
dengan kebutuhan daya sebesar 765 watt. Sistem ini dapat digunakan untuk memberi pakan dan 
mengatur suhu secara otomatis yang dapat dikontrol dan dimonitor dari jarak jauh melalui aplikasi 
Blynk pada smartphone dengan memanfaatkan jaringan internet.",0,,1
46,Sistem Kontrol Kelembaban Tanah Pada Tanaman Tomat Menggunakan PID,"Kelembaban tanah mempengaruhi pertumbuhan suatu tanaman, kelembaban tanah yang tidak sesuai dengan kebutuhan suatu tanaman akan membuat pertumbuhan tanaman tidak maksimal. Perlu dilakukan monitoring penyiraman tanaman agar kelembaban tanah terjaga pada nilai yang dibutuhkan. Penelitian ini merancang sistem kontrol kelembaban tanah pada tanaman tomat menggunakann metode PID. Perancangan sistem yang dibuat menggunakan Arduino Mega2560 sebagai pengendali utama, LCD 20x40 sebagai tampilan data output pada sistem, sensor kelembaban tanah soil moisture sensor module hygrometer, driver motor L298N dan motor dc pompa. Sistem kontrol kelembanan tanah pada tanaman tomat menggunakan metode PID yang dirancang dapat melakukan monitorinng secara otomatis dengan mengontrol kelembaban tanah pada tanaman tomat agar dapat mempertahankan nilai kelembaban tanah sesuai dengan yang diinginkan, yaitu sekitar 60%. Hasil pengujian keseluruhan sistem didapatkan hasil tuning PID yang terbaik dengan nilai kp=30, ki=100, dan kd=80. Kinerja PID sudah mendekati nilai setpoint dan terdapat sedikit error dan nilai PWM yang dihasilkan meningkat ataupun menurun dengan cepat sebanding dengan parameter kp yang diberikan. Proses tersebut menandakan kinerja sistem baik sesuai dengan nilai kelembaban tanah yang dapat terjaga pada nilai setpoint.",1,,
47,PERILAKU HIDUP BERSIH DAN SEHAT DI SEKOLAH PADA MASA ADAPTASI KEBIASAAN BARU (NEW NORMAL),"PHBS pada dasarnya adalah semua perilaku kesehatan masyarakat yang dilakukan atas kesadaran pribadi. Hal-hal yang diterapkan pada PHBS tergantung dari lingkupnya, misalnya di lingkungan tempat tinggal, sekolah, perkantoran, dan lain-lain.Meski demikian, tujuan PHBS secara umum adalah sama, yakni meningkatkan kesadaran masyarakan untuk mau menjalankan hidup bersih dan sehat. Perilaku hidup bersih dan sehat (PHBS) di sarana pendidikan sudah sejak lama digaungkan oleh pemerintah Indonesia melalui Kementerian Kesehatan. Namun, PHBS di sekolah kini terasa semakin krusial mengingat anak-anak akan segera kembali bersekolah di masa new normal pandemi virus corona.PHBS di sekolah adalah pelaksanaan prosedur kesehatan tertentu dengan memberdayakan guru, siswa, serta masyarakat di lingkungan sekolah. Mereka diharapkan melakukan pola hidup sehat untuk menciptakan sekolah dan lingkungan di sekitar sekolah yang sehat pula. Manfaat PHBS di sekolah adalah menciptakan lingkungan yang bersih dan sehat. Dengan begitu, proses belajar-mengajar akan berjalan lancar, sedangkan kesehatan guru, siswa, maupun masyarakat di sekitar juga tidak terganggu.Pengabdian ini dilaksanakan pada hari senin tanggal 19 Oktober 2020 bertempat di SDN 08 Tilamuta Kabupaten Boalemo. Kegiatan ini dilakukan dalam bentuk ceramah dengan bantuan power point, diskusi dengan para pelajar dan juga demonstrasi 6 langkah cuci tangan yang baik dan benar. Adapun yang menjadi peserta adalah siswa kelas IV yang berjumlah 15 orang. Pengabdian ini dilaksanakan secara mandiri dan terlaksana dengan baik sesuai dengan tujuan yang diharapkan oleh pelaksana.",3,,0
48,PENGELOLAAN DEFISIT NUTRISI PADA BAYI DENGAN MALNUTRISI DI DESA MRANGGEN KIDUL,"Latar Belakang: Malnutrisi merupakan kondisi seseorang mengalami kekurangan atau kelebihan nutrisi yang dapat menyebabkan pertumbuhan dan perkembangan orang tersebut terganggu. Malnutrisi banyak ditemukan pada bayi dengan usia diatas 6 bulan dikarenakan banyak keluarga yang belum memahami kebutuhan bayi secara khusus, belum mengerti cara membuat makanan pendamping yang bernutrisi sehingga menyebabkan bayi mengalami penurunan berat badan. Penurunan berat badan ini diakibatkan karena adanya gangguan dalam penyerapan makanan, sehingga terjadi defisit nutrisi Defisit nutrisi merupakan keadaan dimana asupan nutrisi tidak cukup untuk metabolisme tubuh. Tujuan: Penulisan ini bertujuan untuk memberikan deskripsi atau gambaran tentang pengelolaan defisit nutrisi pada bayi dengan malnutrisi di Desa Mranggen Kidul. Metode: Jenis penelitian deskriptif dengan pendekatan asuhan keperawatan berupa pengkajian, analisis data, merumuskan diagnosa keperawatan, perencanaan, pelaksanaan, dan evaluasi dalam penanganan malnutrisi. Hasil: Hasil pengelolaan yang dilakukan pada pasien dengan teknik pengumpulan data menggunakan wawancara, pemeriksaan fisik dan observasi. Kemudian dilakukan rencana keperawatan yaitu monitor berat badan dan identifikasi status nutrisi. Didapatkan hasil akhir berat badan pasien 5,1 kg dan status nutris pasien (BB/U: -4,3 SD (gizi buruk), PB/U: -4,1 SD (sangat pendek), BB/PB: -3,6 SD (sangat kurus), IMT/U: -3,7 SD (sangat kurus)). Kesimpulan: Berdasarkan tindakan keperawatan yang dilakukan, maka dapat disimpulkan malnutrisi pada pasien belum teratasi. Saran bagi keluarga agar lebih memperhatikan dan mengetahui bagaimana cara penanganan malnutrisi pada bayi.",3,,
49,Implementasi Algoritma SLAM pada Prototipe Robot Pemotong Rumput Menggunakan Raspberry Pi,"Pemotongan rumput secara manual masih sering dilakukan oleh sebagian pemilik pekarangan atau ladang rumput yang luas sehingga menimbulkan kebosanan dan kelelahan. Kegiatan pemotongan rumput ini juga membutuhkan banyak waktu dan tenaga. Salah satu penemuan mesin pemotong rumput adalah mesin pemotong rumput gendong. Penemuan ini juga memiliki beberapa kelemahan seperti menimbulkan polusi udara dan suara yang sangat mengganggu masyarakat sekitar. Selain itu pemotongan manual ini juga merupakan pekerjaan yang monoton dan berbahaya. Robot pemotong rumput juga telah diperkenalkan dan tentunya memiliki biaya yang tinggi. Oleh karena itu, dalam penelitian ini kami berhasil membuat prototipe mesin pemotong rumput yang lebih ekonomis dari segi biaya, energi, dan polusi dengan memanfaatkan Raspberry Pi 3 sebagai mikrokontroler. Prototipe dirancang dengan panjang 24,5 cm dan lebar 22 cm serta dilengkapi dengan pisau mekanik pada bagian depan yang memiliki arah putaran ke bawah. Prototipe ini juga dilengkapi dengan sensor Infrared yang dapat mendeteksi pembatas area untuk menghindari tabrakan. Area pengujian adalah 2x2 meter tanpa hambatan di dalamnya. Jalur pemotongan telah ditentukan menggunakan algoritma SLAM dimana robot memotong rumput dengan jalur berbentuk S. Kami menunjukkan bahwa robot berjalan sesuai dengan algoritma dan memotong rumput dengan sempurna.",0,,
50,Asuhan Keperawatan Ketidakstabilan Kadar Glukosa Darah Pada Pasien Diabetes Mellitus Dengan Terapi Walking Exercise (Jalan Kaki) Di Wilayah Kerja Puskesmas Telaga Dewa,"Diabetes Melitus (DM) atau yang biasa disebut dengan kencing manis merupakan penyakit gangguan metabolik yang menahun akibat hormon insulin dalam tubuh yang tidak dapat digunakan secara efektif dalam mengatur keseimbangan gula darah sehingga meningkatkan konsentrasi kadar gula di dalam darah (hiperglikemia). Seseorang dikatakan menderita diabetes mellitus jika memiliki kadar gula darah puasa >126 mg/dL, kadar gula darah 2 jam setelah tes toleransi glukosa oral (TTGO) >200 mg/dL dan kadar gula sewaktu >200 mg/dL. Tujuan penelitian ni adalah untuk melakukan Asuhan keperawatan dengan pemberian terapi walking exercise (Jalan kaki) dalam menurunkan kadar gula darah pada pasien diabetes mellitus sesuai dengan standar asuhan keperawatan. Metode yang digunakan adalah deskriptif yaitu mendeskripsikan atau menggambarkan asuhan keperawatan pada pasien diabetes mellitus dengan masalah ketidakstabilan glukosa darah dengan pendekatan asuhan keperawatan yaitu pengkajian, diagnosa, intervensi, implementasi dan evaluasi. Proses pengumpulan data dengan cara wawancara langsung dengan pasien dan keluarga, kunjungan rumah, melakukan pemeriksaan fisik, mengobservasi dan membuat pembahasan dengan menggunakan jurnal ataupun buku yang terkait. Setelah dilakukan asuhan keperawatan 3 kali kunjungan pada pasien diabetes mellitus dengan ketidakstabilan glukosa darah menunjukan bahwa ketidakstabilan glukosa darah terjadi ditandai dengan nilai kadar gula darah sewaktu pada responden 1 mengalami penurunan dari kadar gula darah sewaktu 304 mg/dL menjadi 270 mg/dL dan untuk responden 2 dari 272 mg/dL menjadi 212 mg/dL. Masalah teratasi intervensi dihentikan. Didapatakan bahwa terapi walking exercise (jalan kaki) berpengaruh terhadap penurunan kadar gula darah pada penderita diabetes mellitus",3,,
51,PERBANDINGAN ALGORITMA PARTICLE SWARM OPTIMIZATION (PSO) DAN ALGORITMA GLOWWORM SWARM OPTIMIZATION (GSO) DALAM PENYELESAIAN SISTEM PERSAMAAN NON LINIER,"Sistem persamaan nonlinier merupakan salah satu masalah matematika yang sulit dipecahkan. Beberapa metode telah diperkenalkan untuk memecahkan masalah. Metode Newton-Raphson adalah yang paling umum dan banyak digunakan sebagai dasar mengembangkan metode numerik terbaru. Namun, metode ini membutuhkan turunan dari setiap persamaan sehubungan dengan setiap variabel saat menghitung Jacobian. Secara alami, mendapatkan turunannya menantang dalam kasus-kasus tertentu. Selain itu, itu membutuhkan nilai awal yang tepat untuk mendapatkan solusi konvergen. Oleh karena itu, baru teknik dengan nilai awal acak sederhana sangat dibutuhkan. Dalam penelitian ini adalah menunjukkan implementasi dari dua metode optimasi metaheuristik, termasuk Particle Swarm Optimization (PSO) dan Glowworm Swarm Optimization (GSO) memperkirakan solusi dari sistem persamaan nonlinier. Beberapa contoh sistem persamaan nonlinier digunakan untuk mengevaluasi dan menguji kinerja dan keakuratan kedua algoritma tersebut. Pada simulasi ini, hasil menunjukkan bahwa PSO konvergen untuk solusi yang tepat (optimal global) lebih baik daripada Glowworm Swarm Optimization (GSO)",0,,
52,PEMODELAN PERUBAHAN PENGGUNAAN LAHAN DENGAN ARTIFICIAL NEURAL NETWORK (ANN) DI KOTA SEMARANG,"Pertumbuhan dan perkembangan yang terjadi di Kota Semarang menyebabkan terjadinya alih fungsi lahan dan meningkatnya kebutuhan akan lahan. Penelitian ini bertujuan untuk mengetahui perubahan penggunaan lahan, memprediksi penggunaan lahan di Kota Semarang menggunakan model Artificial Neural Network (ANN) dan Cellular Automata (CA), serta menentukan kesesuaian prediksi terhadap Peta Rencana Tata Ruang Wilayah (RTRW) Kota Semarang tahun 2011-2031. Data yang digunakan untuk penelitian adalah citra Quickbird tahun 2010, citra SPOT 6 tahun 2014 dan 2018, serta Peta RTRW Kota Semarang. Metode digitasi dipakai untuk mendapat peta penggunaan lahan, overlay intersect untuk menganalisis perubahan penggunaan lahan dan ANN untuk melakukan pemodelan dan prediksi. Variabel yang digunakan pada proses pemodelan yaitu jarak ke jalan, jarak ke sungai, jarak ke permukiman dan kepadatan penduduk. Hasil penelitian menunjukkan perubahan penggunaan lahan Kota Semarang tahun 2010-2018 mengalami penurunan luas pada perkebunan sebesar 64,45% atau 2546,839 Ha, dan pertumbuhan lahan terbangun sebesar 25,65% atau 1039,292 Ha. Pemodelan perubahan penggunaan lahan dengan ANN menunjukan hasil model yang baik, dibuktikan dengan validasi model. Validasi model dilakukan dengan metode kappa dan analisis spasial yaitu menghitung perbedaan titik centroid dan perbedaan luas. Hasil validasi menunjukan nilai Indeks Kappa sebesar 0,95, nilai RMS sebesar 2,58 m dan 85% luas antara kedua peta sesuai. Adapun kelas penggunaan lahan yang berpeluang besar untuk berubah menjadi penggunaan lahan lain adalah perkebunan sebesar (0,67). Hasil kesesuaian prediksi penggunaan lahan tahun 2026 terhadap peta RTRW Kota Semarang tahun 2011-2031 menunjukkan kesesuaian lahan sebesar 69,30% sesuai dan 30,70% tidak sesuai. Dengan tingkat kepercayaan > 60% atau 0,61 hasil kesesuaian dinyatakan baik dan sesuai.",0,,
53,PENJADWALAN OPTIMAL UNIT-UNIT PEMBANGKIT DENGAN METODE PARTICLE SWARM OPTIMIZATION (PSO),"Penjadwalan pembangkit merupakan salah satu hal yang penting dalam operasi sistem tenaga listrik. Tujuan dasar dari penjadwalan yang optimal adalah mengatur pembebanan unit pembangkit dengan biaya seekonomis mungkin dengan tetap memperhatikan beberapa kendala. Pengoperasian pembangkit secara ekonomis dipengaruhi oleh besarnya kebutuhan beban, karakteristik pembangkit, batas kapasitas daya maksimum dan minimum pembangkit, biaya bahan bakar pada tiap unit pembangkit, dan rugi-rugi jaringan transmisi dari pembangkit ke beban. Penelitian ini bertujuan untuk memperoleh biaya pembangkitan yang paling minimum pada suatu kondisi pembebanan tertentu pada sistem tenaga dengan metode Particle Swarm Optimization (PSO). Untuk melihat tingkat keakuratan metode PSO akan dibandingkan dengan metode konvensional yaitu metode Lagrange. Kedua metode ini diaplikasikan pada 3 dan 6 unit sistem thermal dan diselesaikan dengan menggunakan Matlab. Hasil simulasi metode Particle Swarm Optimization menunjukkan bahwa pada beban sebesar 300 MW, metode PSO menghasilkan biaya pembangkitan minimum sebesar 3652.7491 $/hr dan rugi-rugi transmisi sebesar 13.0563 MW. Sedangkan metode Lagrange menghasilkan biaya pembangkitan minimum sebesar 3659.3403 $/hr dan rugirugi transmisi sebesar 13.4291 MW. Dari semua studi kasus yang telah dilakukan, dapat disimpulkan bahwa metode Particle Swarm Optimization (PSO) dapat menemukan nilai pembangkitan minimum yang cukup baik bila dibandingkan dengan metode Lagrange terhadap penjadwalan optimal unit-unit pembangkit atau economic dispatch.",0,,
54,Perilaku Diet pada Perempuan Ditinjau dari Citra Tubuh,"Penelitian ini bertujuan untuk mengetahui korelasi antara citra tubuh dengan 
perilaku diet pada perempuan Penelitian ini menggunakan metode kuantitatif yangdiujikan pada 162 responden di Sanggar Senam. Metode pengambilan sampelmenggunakan teknik quota random sampling. Alat ukur yang digunakan dalampenelitian ini menggunakan dua skala. Skala perilaku diet berjumlah 20 aitem dengan koefisien reliabilitas 0,813. Skala citra tubuh berjumlah 27 aitem dengan koefisien reliabilitas 0,894. Hipotesis yang diajuan dalam penelitian ini adalah terdapat hubungan negatif antara citra tubuh dengan perilaku diet. Berdasar uji statistik menggunakan product moment diperoleh skor rxy sebesar 0,243 dengan signifikasi 0,000 (p <0,05). Hasil tersebut menunjukkan bahwa terdapat hubungan positif antara citra tubuh dengan perilaku diet, sehingga hipotesis dalam penelitian ini ditolak.",3,,2
55,APLIKASI SISTEM PAKAR UNTUK DIAGNOSA PENYAKIT CAMPAK DAN PENCEGAHAN DENGAN METODE FORWARD CHAINING BERBASIS WEB,"Pada saat ini perkembangan teknologi dan komunikasi dari waktu ke waktu terasa semakin pesat. Salah satu aplikasi dibidang komunikasi adalah sistem pakar. Program aplikasi sistem pakar yang dirancang adalah sistem pakar untuk mendiagnosa penyakit seperti penyakit campak. Dengan adanya program aplikasi ini diharapkan orang awam yang kurang pengetahuan tentang penyakit campak akan menjadi lebih mengetahuinya. Kemudian aplikasi ini mudah penggunaannya dalam mendiagnosa penyakit campak tanpa harus pergi ke dokter, serta mudah diakses dimana pun dan kapan pun. Metode pelacakan yang digunakan adalah metode penalaran forward chaining (pelacakan ke depan). Program ini dirancang dengan menggunakan media pemrograman PHP (Hypertext Preprosessor) dan menggunakan database MySQL sebagai penyimpanan data yang tujuannya agar tampilan dapat lebih menarik dan mudah dalam penggunaannya, juga bisa diakses internet.",0,,
56,literature review: Penyakit Infeksi Terhadap Status Gizi Balita,"Latar Belakang: Status gizi pada balita dipengaruhi oleh dua faktor, salah satunya faktor langsung yang terdiri dari asupan zat gizi dan penyakit infeksi. Penyakit infeksi membuat balita kehilangan zat gizi yang ditandai dengan menurunnya nafsu makan sehingga zat gizi dalam tubuh berkurang dan membuat status gizi pada balita menjadi kurang baik. Tujuan: Literature review ini bertujuan untuk mengetahui keterkaitan penyakit infeksi dengan status gizi pada balita. Metode: Penelitian ini menggunakan metode literature review dengan mencari jurnal melalui portal garuda dan google scholar dengan rentang tahun 2016 hingga 2020. Kata kunci yang digunakan dalam mencari artikel yang sesuai dengan penelitian yaitu pada portal garuda dan google scholar adalah “penyakit infeksi, status gizi pada balita”. Hasil penelusuran yang didapatkan pada portal garuda 7 artikel dan google scholar 6190 artikel dimana hanya 12 artikel yang sesuai dengan penelitian ini. Hasil: Penyakit infeksi yang berkaitan dengan status gizi pada balita diantaranya nafsu makan menurun, asupan dalam tubuh berkurang, balita pernah menderita penyakit infeksi, makanan tercemar, sanitasi dan kondisi lingkungan sekitar yang kurang baik serta kurang dalam menjaga kebersihan. Kesimpulan: Kesimpulan pada penelitian ini penyakit infeksi memiliki keterkaitan dengan status gizi pada balita",3,,
57,Sistem Pakar Untuk Mendiagnosa Penyakit Saluran Pencernaan Menggunakan Metode Dempster Shafer,"Penyakit saluran pencernaan merupakan penyakit yang berbahaya dan menyebabkan kematian nomor 6 di dunia, dikarenakan pengetahuan akan gejala awal suatu penyakit yang kurang, kesadaran akan kesehatan masyarakat yang masih rendah, kebiasaan hidup, perilaku dan pola pikir dari masyarakat yang ingin hidup praktis, sarana media penyampaian informasi tentang penyakit yang masih kurang, serta minimnya jumlah tenaga medis merupakan masalah yang dihadapi dalam kasus ini, sehingga perlu adanya media bantu berupa sistem yang dapat memberikan solusi yang tepat untuk dapat menangani permasalahan tersebut. Aplikasi yang dikembangkan ini bertujuan untuk membantu memberikan informasi yang jelas bagi pasien atau masyarakat umum dan bagi tenaga medis diharapkan dapat membantu dalam penanganannya memberikan solusi yang tepat, dengan hanya memperhatikan gejala- gejala yang dialami.Subjek dalam penelitian ini adalah sistem pakar untuk mendiagnosa penyakit saluran pencernaan. Pada penelitian ini menggunakan metode ketidakpastiannya menggunakan metode Dempster Shafer. Langkah pengembangan sistem pakar ini diawali analisis kebutuhan sistem, perancangan sistem, implementasi, integrasi dan pengujian sistem dengan black box test dan alpha test. Perancangan sistem diimplementasikan ke dalam bahasa menggunakan Visual Basic 6.0 dan Microsoft Access.Hasil penelitian ini adalah sistem pakar untuk mendiagnosa penyakit saluran pencernaan sebanyak 19 jenis penyakit dan menggunakan metode Dempster Shafer untuk mendapatkan nilai kepastian berupa persentase pada hasil diagnosa penyakitnya. Berdasarkan hasil pengujian program maka dapat disimpulkan bahwa program ini layak digunakan dan dapat membantu user yaitu pasien dan tenaga medis.",0,,
58,METIL ESTER MINYAK KELAPA MURNI YANG TELAH DIEKSTRAK SENYAWA FENOLIK DENGAN VARIASI WAKTU TRANSESTERIFIKASI,"Minyak kelapa murni yang telah diekstraksi senyawa minornya dapat dimanfaatkan melalui proses transesterifikasi. Tujuan penelitian ini adalah untuk mendapatkan waktu transesterifikasi yang optimal terhadap metil ester yang dihasilkan dalam proses transesterifikasi menggunakan katalis NaOH. Penelitian menggunakan metode percobaan. Transesterifikasi menggunakan katalis NaOH 1,25%, dengan variabel waktu transesterifikasi yaitu 1,5, 2,0 dan 2,5 jam, reaksi dilakukan pada suhu 60 o C. Waktu transesterifikasi yang optimal dalam pembuatan metil ester (sudah dimurnikan) adalah waktu transesterifikasi 1,5 jam dengan rendemen rata-rata 57,92%. Kadar metil ester produk hasil transesterifikasi berkisar antara 97,15-97,50% memenuhi syarat mutu SNI 7182:2012 yaitu minimum 96,5%. Senyawa utama dari produk metil ester adalah metil laurat dengan kisaran 33,07-34,76%. Waktu transesterifikasi mempengaruhi jumlah senyawa dalam komposisi metil ester. 
",2,,
59,Pemodelan Lintasan Komet pada Tata Surya dengan Variasi Massa dan Posisi,"Telah dilakukan penelitian untuk mensimulasi lintasan komet menggunakan Metode Leapfrog. Penelitian ini menggunakan data massa, posisi dan kecepatan delapan planet serta komet. Data massa dan posisi awal komet divariasikan untuk melihat variasi lintasan komet yang dihasilkan. Adapun variasi massa komet yaitu 1x109 kg, 1x1015 kg dan 2,2x1014 kg, dan variasi posisi awal komet pada sumbu x, yaitu 2,25 AU dan 10,5 AU serta pada sumbu y, yaitu -8 AU dan -20 AU. Hasil simulasi menunjukkan bahwa lintasan komet bervariasi bergantung dengan massa dan posisi awalnya dan tidak mengganggu keteraturan lintasan planet. Lintasan planet tidak stabil dan mengalami pergeseran ketika massa komet diperbesar hingga 500 kali massa bumi. Arah lintasan komet dapat diverifikasi dengan potensial gravitasi. Gerak komet cenderung terbelokkan ketika memasuki potensial gravitasi yang lebih tinggi. Hasil pada penelitian ini menunjukkan bahwa Metode Leapfrog dapat digunakan untuk menentukan persamaan gerak komet.",0,,
60,Penerapan Inferensi Backward Chaining Pada Sistem Pakar Diagnosa Awal Penyakit Tulang,"Tulang merupakan bagian yang sangat penting di dalam bagian ortopedi manusia. Tulang bukan hanya kerangka penguat tubuh tetapi juga merupakan bagian dari susunan sendi, sebagai pelindung tubuh, tempat melekatnya bagian ujung otot yang melekat pada tulang. Terbatasnya jumlah pakar Penyakit Tulang serta minimnya pengetahuan masyarakat tentang penyakit tulang menjadi kendala mengapa penyakit ini tidak mudah diatasi. Banyaknya gejala yang mirip untuk menentukan suatu penyakit Tulang. Dari masalah diatas maka dibuatlah aplikasi sistem pakar diagnosa awal penyakit tulang. Dari penelitian yang dilakukan menghasilkan sebuah perangkat lunak Sistem Pendukung Keputusan Klinis berbasis web untuk diagnosa Penyakit Tulang. Informasi yang dihasilkan adalah hasil diagnosa penyakit berdasarkan gejala-gejala yang dipilih oleh user. Hasil uji coba menunjukkan bahwa aplikasi ini layak dan dapat digunakan sebagai alat bantu para medis Penyakit Tulang dalam mendiagnosa awal.",0,,
61,Implementasi Algoritma K-Means Clustering Untuk Mengetahui Minat Pembeli Buah Melon,"Penelitian ini dilakukan untuk mempelajari K-Means Clustering dalam pencarian knowledge (pengetahuan). Tujuan dari penelitian ini kemungkinan dapat membantu pihak Agen Buah Yudi untuk menentukan cluster minat pembeli banyak, sedang, dan sedikit diletakkan sesuai urutan minat pembeli buah yang bayak, sedang, dan sedikit di Agen Buah Yudi. Untuk itu dalam metode K-Means Clustering dimungkinkan adanya solusi dan analisa terhadap pengolahan data dan parameter-parameter yang menjadi acuan untuk mengambil keputusan. Di dalam metode ini terdapat langkah-langkah penyelesaian masalah. Adapun tools bantu untuk mengimplementasikan metode tersebut adalah Weka akan mengolah data secara tersusun atas operator-operator yang langsung didapatkan hasil secara akurat selanjutnya pada tahapan terakhir akan didapatkan knowledge baru.",0,,
62,Pengembangan Bahan Ajar Berbasis Lingkungan Pada Materi Asam dan Basa Siswa Kelas XI IPA 1 SMAK St. Familia Wae-Nakeng,"Bahan ajar merupakan segala bentuk bahan yang digunakan untuk membantu guru atau instruktur dalam melaksanakan kegiatan belajar mengajar di kelas. buku pelajaran yang digunakan adalah buku paket. Buku paket yang digunakan sangat terbatas sebagai sumber belajar siswa sehingga kurang mendorong siswa untuk aktif mengembangkan keterampilan berupa proses ilmiah. Secara keseluruhan buku-buku tersebut memiliki beberapa kekurangan dari segi tampilan, isi materi yang dikemas secara sederhana, bacaan yang terlalu panjang. Hal ini menyebabkan peserta didik merasa jenuh ketika membaca buku-buku tersebut. Selain itu minat membaca siswa masih sangat minim dikarenakan buku paket yang digunakan kurang menarik. Hal ini berdampak pada hasil belajar siswa. Selain itu, guru tidak pernah mengembangkan perangkat pembelajaran berupa bahan ajar yang menunjang proses pembelajaran di kelas. Tujuan penelitian ini adalah mengetahui validitas bahan ajar berbasis lingkungan pada materi asam dan basa siswa kelas XI IPA 1 SMAK St. Familia Wae-Nakeng dan mengetahui respon peserta didik siswa kelas XI IPA 1 SMAK St. Familia Wae-Nakeng terhadap bahan ajar berbasis lingkungan. Jenis penelitian ini adalah penelitian dan pengembangan (Research & Development). Hasil validasi ahli materi yang diperoleh berkategori layak dengan persentase 75,83%, hasil validasi ahli media yang diperoleh berkategori sangat layak dengan persentase 97,69%, dan hasil persentase respon siswa diperoleh persentase 86,73%.",0,,
63,Morfometrik Ayam Broiler dengan Pemeliharaan Intensif dan Akses Free Range di Daerah Tropis,"Broiler dikembangkan untuk menghasilkan daging secara cepat. Umumnya broiler dipelihara dengan sistem intensif.
Sistem pemeliharaan dapat dibagi menjadi dua macam yaitu sistem pemeliharaan intensif dan sistem pemeliharaan bebas. Tujuan dari ini
Penelitian ini mengkaji ukuran morfometri ayam pedaging jantan dan betina yang dipelihara secara intensif
dan sistem jarak bebas. Sistem pemeliharaan tidak berpengaruh terhadap ukuran morfometrik ayam
kecuali pada panjang tibia, femur, dan sayap pada minggu ketiga. Seks berdampak nyata pada durasi
betis, tibia, sayap, tulang paha, dan lingkar dada, serta secara signifikan mempengaruhi lebar dan kedalaman
panjang dada, leher, dan tulang belakang pada minggu kelima. Sistem pemeliharaan baik intensif maupun jarak bebas diproduksi
ukuran bingkai yang sama pada ayam broiler.",1,,2
